State,Unnamed: 0,countyFIPS,population,stateFIPS,1/22/20_x,1/23/20_x,1/24/20_x,1/25/20_x,1/26/20_x,1/27/20_x,1/28/20_x,1/29/20_x,1/30/20_x,1/31/20_x,2/1/20_x,2/2/20_x,2/3/20_x,2/4/20_x,2/5/20_x,2/6/20_x,2/7/20_x,2/8/20_x,2/9/20_x,2/10/20_x,2/11/20_x,2/12/20_x,2/13/20_x,2/14/20_x,2/15/20_x,2/16/20_x,2/17/20_x,2/18/20_x,2/19/20_x,2/20/20_x,2/21/20_x,2/22/20_x,2/23/20_x,2/24/20_x,2/25/20_x,2/26/20_x,2/27/20_x,2/28/20_x,2/29/20_x,3/1/20_x,3/2/20_x,3/3/20_x,3/4/20_x,3/5/20_x,3/6/20_x,3/7/20_x,3/8/20_x,3/9/20_x,3/10/20_x,3/11/20_x,3/12/20_x,3/13/20_x,3/14/20_x,3/15/20_x,3/16/20_x,3/17/20_x,3/18/20_x,3/19/20_x,3/20/20_x,3/21/20_x,3/22/20_x,3/23/20_x,3/24/20_x,3/25/20_x,3/26/20_x,3/27/20_x,3/28/20_x,3/29/20_x,3/30/20_x,3/31/20_x,4/1/20_x,4/2/20_x,4/3/20_x,4/4/20_x,4/5/20_x,4/6/20_x,4/7/20_x,4/8/20_x,4/9/20_x,4/10/20_x,4/11/20_x,4/12/20_x,4/13/20_x,4/14/20_x,4/15/20_x,4/16/20_x,4/17/20_x,4/18/20_x,4/19/20_x,4/20/20_x,4/21/20_x,4/22/20_x,4/23/20_x,4/24/20_x,4/25/20_x,4/26/20_x,4/27/20_x,4/28/20_x,4/29/20_x,4/30/20_x,5/1/20_x,5/2/20_x,5/3/20_x,5/4/20_x,5/5/20_x,5/6/20_x,5/7/20_x,5/8/20_x,5/9/20_x,5/10/20_x,5/11/20_x,5/12/20_x,5/13/20_x,5/14/20_x,5/15/20_x,5/16/20_x,5/17/20_x,5/18/20_x,5/19/20_x,5/20/20_x,5/21/20_x,5/22/20_x,5/23/20_x,5/24/20_x,5/25/20_x,5/26/20_x,5/27/20_x,5/28/20_x,5/29/20_x,5/30/20_x,5/31/20_x,6/1/20_x,6/2/20_x,6/3/20_x,6/4/20_x,6/5/20_x,6/6/20_x,6/7/20_x,6/8/20_x,6/9/20_x,6/10/20_x,6/11/20_x,6/12/20_x,6/13/20_x,6/14/20_x,6/15/20_x,6/16/20_x,6/17/20_x,6/18/20_x,6/19/20_x,6/20/20_x,6/21/20_x,6/22/20_x,6/23/20_x,6/24/20_x,6/25/20_x,6/26/20_x,6/27/20_x,6/28/20_x,6/29/20_x,6/30/20_x,7/1/20_x,7/2/20_x,7/3/20_x,7/4/20_x,7/5/20_x,7/6/20_x,7/7/20_x,7/8/20_x,7/9/20_x,7/10/20_x,7/11/20_x,7/12/20_x,7/13/20_x,7/14/20_x,7/15/20_x,7/16/20_x,7/17/20_x,7/18/20_x,7/19/20_x,7/20/20_x,7/21/20_x,7/22/20_x,7/23/20_x,7/24/20_x,7/25/20_x,7/26/20_x,7/27/20_x,7/28/20_x,7/29/20_x,7/30/20_x,7/31/20_x,8/1/20_x,8/2/20_x,8/3/20_x,8/4/20_x,8/5/20_x,8/6/20_x,8/7/20_x,8/8/20_x,8/9/20_x,8/10/20_x,8/11/20_x,8/12/20_x,8/13/20_x,8/14/20_x,8/15/20_x,8/16/20_x,8/17/20_x,8/18/20_x,8/19/20_x,8/20/20_x,8/21/20_x,8/22/20_x,8/23/20_x,8/24/20_x,8/25/20_x,8/26/20_x,8/27/20_x,8/28/20_x,8/29/20_x,8/30/20_x,8/31/20_x,9/1/20_x,9/2/20_x,9/3/20_x,9/4/20_x,9/5/20_x,9/6/20_x,9/7/20_x,9/8/20_x,9/9/20_x,9/10/20_x,9/11/20_x,9/12/20_x,9/13/20_x,9/14/20_x,1/22/20_y,1/23/20_y,1/24/20_y,1/25/20_y,1/26/20_y,1/27/20_y,1/28/20_y,1/29/20_y,1/30/20_y,1/31/20_y,2/1/20_y,2/2/20_y,2/3/20_y,2/4/20_y,2/5/20_y,2/6/20_y,2/7/20_y,2/8/20_y,2/9/20_y,2/10/20_y,2/11/20_y,2/12/20_y,2/13/20_y,2/14/20_y,2/15/20_y,2/16/20_y,2/17/20_y,2/18/20_y,2/19/20_y,2/20/20_y,2/21/20_y,2/22/20_y,2/23/20_y,2/24/20_y,2/25/20_y,2/26/20_y,2/27/20_y,2/28/20_y,2/29/20_y,3/1/20_y,3/2/20_y,3/3/20_y,3/4/20_y,3/5/20_y,3/6/20_y,3/7/20_y,3/8/20_y,3/9/20_y,3/10/20_y,3/11/20_y,3/12/20_y,3/13/20_y,3/14/20_y,3/15/20_y,3/16/20_y,3/17/20_y,3/18/20_y,3/19/20_y,3/20/20_y,3/21/20_y,3/22/20_y,3/23/20_y,3/24/20_y,3/25/20_y,3/26/20_y,3/27/20_y,3/28/20_y,3/29/20_y,3/30/20_y,3/31/20_y,4/1/20_y,4/2/20_y,4/3/20_y,4/4/20_y,4/5/20_y,4/6/20_y,4/7/20_y,4/8/20_y,4/9/20_y,4/10/20_y,4/11/20_y,4/12/20_y,4/13/20_y,4/14/20_y,4/15/20_y,4/16/20_y,4/17/20_y,4/18/20_y,4/19/20_y,4/20/20_y,4/21/20_y,4/22/20_y,4/23/20_y,4/24/20_y,4/25/20_y,4/26/20_y,4/27/20_y,4/28/20_y,4/29/20_y,4/30/20_y,5/1/20_y,5/2/20_y,5/3/20_y,5/4/20_y,5/5/20_y,5/6/20_y,5/7/20_y,5/8/20_y,5/9/20_y,5/10/20_y,5/11/20_y,5/12/20_y,5/13/20_y,5/14/20_y,5/15/20_y,5/16/20_y,5/17/20_y,5/18/20_y,5/19/20_y,5/20/20_y,5/21/20_y,5/22/20_y,5/23/20_y,5/24/20_y,5/25/20_y,5/26/20_y,5/27/20_y,5/28/20_y,5/29/20_y,5/30/20_y,5/31/20_y,6/1/20_y,6/2/20_y,6/3/20_y,6/4/20_y,6/5/20_y,6/6/20_y,6/7/20_y,6/8/20_y,6/9/20_y,6/10/20_y,6/11/20_y,6/12/20_y,6/13/20_y,6/14/20_y,6/15/20_y,6/16/20_y,6/17/20_y,6/18/20_y,6/19/20_y,6/20/20_y,6/21/20_y,6/22/20_y,6/23/20_y,6/24/20_y,6/25/20_y,6/26/20_y,6/27/20_y,6/28/20_y,6/29/20_y,6/30/20_y,7/1/20_y,7/2/20_y,7/3/20_y,7/4/20_y,7/5/20_y,7/6/20_y,7/7/20_y,7/8/20_y,7/9/20_y,7/10/20_y,7/11/20_y,7/12/20_y,7/13/20_y,7/14/20_y,7/15/20_y,7/16/20_y,7/17/20_y,7/18/20_y,7/19/20_y,7/20/20_y,7/21/20_y,7/22/20_y,7/23/20_y,7/24/20_y,7/25/20_y,7/26/20_y,7/27/20_y,7/28/20_y,7/29/20_y,7/30/20_y,7/31/20_y,8/1/20_y,8/2/20_y,8/3/20_y,8/4/20_y,8/5/20_y,8/6/20_y,8/7/20_y,8/8/20_y,8/9/20_y,8/10/20_y,8/11/20_y,8/12/20_y,8/13/20_y,8/14/20_y,8/15/20_y,8/16/20_y,8/17/20_y,8/18/20_y,8/19/20_y,8/20/20_y,8/21/20_y,8/22/20_y,8/23/20_y,8/24/20_y,8/25/20_y,8/26/20_y,8/27/20_y,8/28/20_y,8/29/20_y,8/30/20_y,8/31/20_y,9/1/20_y,9/2/20_y,9/3/20_y,9/4/20_y,9/5/20_y,9/6/20_y,9/7/20_y,9/8/20_y,9/9/20_y,9/10/20_y,9/11/20_y,9/12/20_y,9/13/20_y,9/14/20_y
AK,2573,64610,731545.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,10.0,13.0,15.0,23.0,37.0,42.0,59.0,69.0,85.0,102.0,114.0,119.0,133.0,142.0,147.0,157.0,171.0,185.0,191.0,213.0,226.0,236.0,247.0,258.0,273.0,278.0,286.0,294.0,301.0,310.0,315.0,320.0,322.0,330.0,336.0,338.0,340.0,340.0,342.0,346.0,352.0,356.0,356.0,365.0,366.0,369.0,371.0,372.0,373.0,375.0,378.0,379.0,380.0,382.0,384.0,384.0,388.0,388.0,388.0,397.0,400.0,400.0,402.0,402.0,404.0,408.0,408.0,409.0,411.0,412.0,425.0,430.0,434.0,460.0,467.0,487.0,505.0,513.0,524.0,536.0,544.0,563.0,573.0,593.0,610.0,625.0,652.0,661.0,664.0,676.0,696.0,708.0,721.0,742.0,753.0,759.0,759.0,759.0,784.0,835.0,835.0,876.0,900.0,932.0,967.0,967.0,1044.0,1088.0,1115.0,1166.0,1184.0,1226.0,1269.0,1319.0,1378.0,1474.0,1539.0,1579.0,1622.0,1674.0,1716.0,1785.0,1882.0,1949.0,2041.0,2131.0,2194.0,2249.0,2339.0,2525.0,2622.0,2730.0,2796.0,2879.0,2879.0,3136.0,3280.0,3338.0,3393.0,3447.0,3483.0,3532.0,3611.0,3709.0,3774.0,3821.0,3881.0,3962.0,4071.0,4154.0,4257.0,4307.0,4369.0,4436.0,4517.0,4586.0,4675.0,4739.0,4808.0,4841.0,4893.0,4973.0,5088.0,5180.0,5224.0,5261.0,5296.0,5364.0,5466.0,5586.0,5679.0,5765.0,5798.0,5833.0,5896.0,6020.0,6112.0,6216.0,6278.0,6353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,22.0,22.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,31.0,32.0,32.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,39.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,44.0,44.0,44.0
AL,2278,71489,4903185.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,22.0,29.0,39.0,51.0,78.0,106.0,131.0,167.0,196.0,242.0,386.0,531.0,639.0,717.0,825.0,941.0,997.0,1106.0,1270.0,1534.0,1632.0,1840.0,2003.0,2197.0,2497.0,2838.0,3007.0,3262.0,3581.0,3801.0,3951.0,4237.0,4400.0,4515.0,4719.0,4897.0,5074.0,5317.0,5598.0,5825.0,6026.0,6213.0,6417.0,6537.0,6744.0,6916.0,7063.0,7294.0,7611.0,7885.0,8110.0,8436.0,8691.0,9046.0,9384.0,9668.0,9889.0,10164.0,10468.0,10699.0,11094.0,11387.0,11671.0,11768.0,12078.0,12374.0,13049.0,13410.0,13670.0,14152.0,14507.0,15194.0,15648.0,16029.0,16553.0,17031.0,17358.0,17849.0,18246.0,18427.0,18553.0,18766.0,19073.0,19709.0,20166.0,20590.0,21071.0,21626.0,22474.0,23333.0,24220.0,25235.0,26272.0,26912.0,27312.0,28206.0,29002.0,29549.0,30021.0,30453.0,31097.0,32064.0,33206.0,34180.0,35077.0,35430.0,37174.0,38045.0,38962.0,40111.0,41864.0,42862.0,43951.0,44874.0,45784.0,46962.0,49173.0,50508.0,51947.0,53587.0,55545.0,57254.0,59067.0,61088.0,63091.0,65234.0,67011.0,68891.0,70357.0,71812.0,74211.0,76005.0,78130.0,79294.0,81115.0,82292.0,82366.0,85760.0,87721.0,89347.0,91442.0,92658.0,93702.0,94654.0,96592.0,98299.0,100172.0,101331.0,103008.0,103849.0,104784.0,105557.0,106309.0,107580.0,108433.0,109004.0,110358.0,111462.0,112402.0,112770.0,114532.0,115060.0,116707.0,117240.0,119250.0,121023.0,122183.0,123889.0,125235.0,126058.0,127615.0,128238.0,129284.0,130393.0,131803.0,132313.0,132972.0,133605.0,134416.0,135565.0,136703.0,137646.0,138755.0,139459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,6.0,13.0,16.0,17.0,21.0,26.0,31.0,32.0,39.0,48.0,48.0,58.0,60.0,61.0,61.0,73.0,75.0,82.0,96.0,110.0,112.0,112.0,141.0,174.0,194.0,208.0,212.0,218.0,227.0,240.0,261.0,269.0,287.0,287.0,289.0,297.0,314.0,341.0,368.0,381.0,388.0,391.0,401.0,438.0,448.0,470.0,482.0,482.0,485.0,486.0,500.0,522.0,529.0,541.0,551.0,558.0,566.0,580.0,583.0,605.0,610.0,618.0,629.0,643.0,650.0,650.0,651.0,670.0,684.0,687.0,712.0,723.0,739.0,750.0,764.0,768.0,768.0,774.0,785.0,790.0,809.0,821.0,838.0,839.0,840.0,864.0,889.0,895.0,906.0,918.0,918.0,929.0,948.0,972.0,985.0,1006.0,1007.0,1007.0,1007.0,1033.0,1058.0,1068.0,1104.0,1114.0,1121.0,1123.0,1164.0,1211.0,1230.0,1264.0,1285.0,1286.0,1291.0,1303.0,1362.0,1393.0,1436.0,1453.0,1471.0,1491.0,1491.0,1538.0,1565.0,1580.0,1603.0,1627.0,1633.0,1666.0,1694.0,1712.0,1733.0,1753.0,1766.0,1795.0,1844.0,1878.0,1885.0,1889.0,1892.0,1894.0,1919.0,1930.0,1940.0,1969.0,1989.0,2011.0,2013.0,2024.0,2037.0,2045.0,2076.0,2107.0,2152.0,2162.0,2182.0,2200.0,2217.0,2233.0,2265.0,2272.0,2273.0,2273.0,2274.0,2281.0,2301.0,2333.0,2350.0,2351.0,2355.0
AR,11590,380625,3017804.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,12.0,16.0,22.0,28.0,37.0,62.0,100.0,118.0,159.0,185.0,221.0,295.0,327.0,375.0,402.0,444.0,503.0,560.0,621.0,678.0,732.0,740.0,853.0,924.0,991.0,1075.0,1145.0,1201.0,1226.0,1274.0,1471.0,1495.0,1593.0,1615.0,1690.0,1776.0,1779.0,1969.0,2260.0,2391.0,2598.0,2807.0,2907.0,2998.0,3064.0,3122.0,3201.0,3269.0,3304.0,3358.0,3417.0,3461.0,3522.0,3607.0,3692.0,3745.0,3745.0,4007.0,4038.0,4161.0,4235.0,4365.0,4462.0,4576.0,4758.0,4812.0,4922.0,5002.0,5456.0,5610.0,5772.0,5920.0,6028.0,6177.0,6277.0,6531.0,6776.0,7010.0,7252.0,7442.0,7815.0,8062.0,8422.0,8651.0,9101.0,9424.0,9736.0,10076.0,10366.0,10814.0,11546.0,12094.0,12499.0,12917.0,13190.0,13606.0,13927.0,14626.0,15137.0,15561.0,16082.0,16677.0,17372.0,18057.0,18739.0,19307.0,19813.0,20251.0,20774.0,21197.0,22074.0,22617.0,23202.0,23809.0,24246.0,24508.0,25245.0,26048.0,26800.0,27855.0,28367.0,28938.0,29729.0,30297.0,31114.0,31762.0,32533.0,33227.0,33927.0,34655.0,35246.0,36257.0,37249.0,37978.0,38606.0,39415.0,40143.0,40914.0,41697.0,42431.0,43087.0,43710.0,44596.0,45380.0,46291.0,47028.0,48024.0,48811.0,49382.0,50024.0,50409.0,51111.0,51763.0,52387.0,51989.0,52663.0,53073.0,53486.0,54211.0,54765.0,55651.0,56196.0,56569.0,56888.0,57373.0,58023.0,58744.0,59579.0,60378.0,60852.0,61219.0,61493.0,62111.0,63080.0,64175.0,64690.0,65377.0,65724.0,66019.0,66402.0,66804.0,67911.0,68309.0,70219.0,70627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,7.0,8.0,10.0,12.0,12.0,13.0,15.0,16.0,18.0,18.0,21.0,24.0,25.0,27.0,27.0,32.0,33.0,36.0,36.0,37.0,38.0,41.0,41.0,43.0,44.0,46.0,47.0,50.0,51.0,57.0,59.0,61.0,64.0,72.0,75.0,80.0,83.0,87.0,88.0,88.0,88.0,91.0,94.0,95.0,97.0,98.0,98.0,98.0,98.0,100.0,102.0,107.0,110.0,113.0,115.0,116.0,117.0,119.0,120.0,125.0,132.0,133.0,133.0,133.0,135.0,140.0,149.0,150.0,152.0,152.0,154.0,160.0,164.0,170.0,175.0,176.0,178.0,181.0,187.0,196.0,207.0,213.0,223.0,224.0,226.0,236.0,239.0,239.0,248.0,258.0,263.0,264.0,269.0,276.0,278.0,280.0,285.0,286.0,291.0,300.0,304.0,308.0,312.0,318.0,320.0,322.0,330.0,334.0,340.0,352.0,355.0,355.0,361.0,372.0,378.0,384.0,392.0,397.0,399.0,406.0,406.0,432.0,440.0,451.0,457.0,460.0,473.0,488.0,506.0,513.0,520.0,534.0,541.0,552.0,563.0,570.0,579.0,583.0,596.0,596.0,599.0,614.0,628.0,638.0,661.0,672.0,685.0,694.0,709.0,731.0,737.0,752.0,769.0,782.0,795.0,813.0,840.0,860.0,872.0,881.0,893.0,908.0,917.0,928.0,940.0,953.0,953.0,981.0,992.0
AZ,1704,60208,7278717.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,10.0,10.0,12.0,12.0,18.0,20.0,27.0,44.0,63.0,103.0,152.0,234.0,326.0,401.0,508.0,663.0,773.0,919.0,1154.0,1289.0,1414.0,1596.0,1769.0,2018.0,2269.0,2456.0,2575.0,2726.0,3018.0,3111.0,3393.0,3539.0,3701.0,3798.0,3962.0,4234.0,4507.0,4718.0,4928.0,5064.0,5251.0,5459.0,5768.0,6043.0,6280.0,6526.0,6716.0,6948.0,7202.0,7648.0,7961.0,8364.0,8640.0,8919.0,9304.0,9706.0,9944.0,10526.0,10960.0,11118.0,11379.0,11735.0,12175.0,12673.0,13168.0,13631.0,13937.0,14170.0,14566.0,14897.0,15315.0,15607.0,16039.0,16339.0,16560.0,16782.0,17261.0,17763.0,18465.0,19255.0,20119.0,20123.0,21249.0,22220.0,22753.0,24331.0,25451.0,26889.0,27677.0,28296.0,29852.0,31263.0,32918.0,34458.0,35691.0,36705.0,39097.0,40924.0,43443.0,46688.0,49798.0,52390.0,54586.0,58353.0,59973.0,63030.0,66458.0,70051.0,73908.0,74533.0,79205.0,84092.0,87424.0,91857.0,94553.0,98084.0,101441.0,105094.0,108614.0,112671.0,116892.0,119930.0,122467.0,123824.0,128097.0,131354.0,134611.0,138523.0,141265.0,143619.0,145182.0,148674.0,150609.0,152944.0,156301.0,160049.0,162003.0,163825.0,165934.0,168266.0,170798.0,174010.0,177000.0,178467.0,179490.0,180498.0,182194.0,183645.0,185050.0,186103.0,186923.0,187521.0,188737.0,189443.0,190792.0,191721.0,192654.0,193537.0,194005.0,194917.0,195557.0,196280.0,196898.0,197872.0,198076.0,198386.0,199253.0,199459.0,200139.0,200658.0,201285.0,201661.0,201835.0,202342.0,202861.0,203953.0,204680.0,205513.0,205765.0,205954.0,206044.0,206541.0,206993.0,207521.0,208126.0,208512.0,208725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,8.0,13.0,15.0,17.0,20.0,24.0,29.0,32.0,41.0,52.0,64.0,65.0,72.0,79.0,86.0,95.0,108.0,114.0,121.0,130.0,141.0,149.0,168.0,176.0,183.0,186.0,207.0,227.0,248.0,265.0,272.0,274.0,274.0,291.0,302.0,318.0,328.0,346.0,360.0,360.0,393.0,424.0,448.0,514.0,529.0,533.0,539.0,559.0,591.0,621.0,648.0,676.0,677.0,683.0,701.0,744.0,758.0,770.0,795.0,796.0,801.0,803.0,826.0,851.0,880.0,896.0,910.0,910.0,935.0,974.0,989.0,1004.0,1035.0,1045.0,1045.0,1069.0,1094.0,1123.0,1138.0,1183.0,1186.0,1192.0,1218.0,1238.0,1271.0,1311.0,1337.0,1339.0,1342.0,1395.0,1463.0,1484.0,1535.0,1579.0,1588.0,1588.0,1632.0,1720.0,1720.0,1788.0,1805.0,1807.0,1810.0,1927.0,1962.0,2038.0,2082.0,2151.0,2237.0,2245.0,2337.0,2434.0,2492.0,2583.0,2728.0,2761.0,2784.0,2917.0,2974.0,3061.0,3284.0,3284.0,3301.0,3303.0,3407.0,3454.0,3624.0,3692.0,3745.0,3765.0,3778.0,3843.0,3930.0,4002.0,4080.0,4136.0,4147.0,4150.0,4199.0,4347.0,4382.0,4422.0,4491.0,4504.0,4505.0,4526.0,4628.0,4681.0,4687.0,4756.0,4770.0,4770.0,4792.0,4896.0,4929.0,4977.0,5006.0,5025.0,5025.0,5042.0,5065.0,5130.0,5171.0,5207.0,5218.0,5218.0,5220.0,5251.0,5273.0,5288.0,5311.0,5322.0,5322.0
